"symbol","timestamp","content","Positive","Negative","Neutral"
"CLX","2021-06-05 08:40:26+00:00","$CLX no positive traction after dividend hike bothers me",0.4717693626880646,0.473278671503067,0.05495202913880348
"CLX","2021-06-07 21:55:05+00:00","New @askslim Level 4 Chart Requests posted today: $COUP $COPX $CLX $CIBR $FSR $AKAM $WKHS #EURZAR #USDZAR $MOS #BTC $GOLD",0.07699733227491379,0.029167326167225838,0.8938353657722473
"CLX","2021-06-08 18:46:01+00:00","Want to make a free $100 every 3 months? Buy 77 shares of $SPG Buy 90 shares of $CLX Buy 94 shares of $JNJ Buy 111 shares of $BNS",0.03829287365078926,0.018957696855068207,0.9427494406700134
"CLX","2021-06-08 19:30:32+00:00","$clx approaching 52 week lows",0.0945366770029068,0.850284218788147,0.05517910420894623
"CLX","2021-06-08 21:30:52+00:00","$CLX Clorox Co is falling fast! It's down -1.62% today!",0.009455046616494656,0.9721878170967102,0.01835717260837555
"CLX","2021-06-09 14:00:04+00:00","Unusually heavy option volume on today's open include $CPB, $TROW, $SYF, $CLX, and $KMI.",0.0491669625043869,0.11246564984321594,0.8383674025535583
"CLX","2021-06-09 14:15:50+00:00","Stocks moving higher this morning are $MRK, $LLY, $RWD, $CTLT, $CLX, and $ABBV.",0.9247524738311768,0.023582613095641136,0.05166502296924591
"CLX","2021-06-09 16:12:48+00:00","$CLX - CLOROX CO EXEC - CO HAS ONE OF STRONGEST INNOVATION PROGRAMS THAT CO HAS EVER HAD COMING UP OVER NEXT 18 TO 36 MONTHS - DB CONFERENCE",0.8478704690933228,0.007151141297072172,0.1449783891439438
"CLX","2021-06-09 21:13:34+00:00","Nearly forty $SPX #stocks put in new 52 week highs Wednesday. Largest by marketcap include $GOOG $TMUS $IBM $INTU $TGT $ADP $ADI $PSA $EXC and $EBAY. $CLX hit a new 52 week low #trading",0.5443088412284851,0.1840084046125412,0.2716827690601349
"CLX","2021-06-10 04:45:53+00:00","$clx going to be a screaming buy if it can work down to $150",0.7260879874229431,0.05028598755598068,0.2236260175704956
"CLX","2021-06-10 23:04:54+00:00","Clorox - $CLX 💰 QUOTE $CLX was UP ⬆ on Thu Jun 10 Closed at 176.32 USD for a 0.35% gain from previous close 📈 📈 📈 📊 ANALYSIS Clorox should be nationalized ☭ ☭ ☭",0.9494783282279968,0.022961389273405075,0.02756025828421116
"CLX","2021-06-11 11:40:08+00:00","Good morning Twitter. Posted some fantastic charts last night. Take a look if you missed them!!! $QS $RH $RIOT $GRPN $TSN $U $WYNN $WDAY $PYPL $CMG $AMZN $REGN $JD $INCY $TSM $AAPL $QCOM $ABNB $IBM $CLX $CRM $ADSK $GME $ZM $ROKU Take a look. Plan your trade, make it your own",0.07221773266792297,0.018258627504110336,0.909523606300354
"CLX","2021-06-12 13:30:21+00:00","A few of short targets showing up on RS at 52wk low screen.  $clx $vrtx $nyt (high short float n desc pattern daily)",0.1606949120759964,0.0437629371881485,0.7955421805381775
"CLX","2021-06-14 01:32:24+00:00","For commons, I like $ACST near the end of this week. Currently in an ascending triangle. If it falls below $0.54, I'll cut and reassess. For options, I like $TDOC and $CLX on the near term. For $CLX, looks like a pop above $177 for calls and a drop below $175 for puts.",0.06005791947245598,0.6482719779014587,0.2916700541973114
"CLX","2021-06-14 14:12:35+00:00","Clorox CEO, Linda Rendle: …we're certainly seeing an incredibly inflationary environment. I think that's true in what you're seeing across the industry, on both the retailer side, the manufacturer side, and supplier side, it is intense for sure. $CLX",0.13734185695648193,0.40823954343795776,0.4544185400009155
"CLX","2021-06-14 15:48:20+00:00","Clorox down 24% from January highs. Giving back much of Pandemic move. $CLX",0.010561130940914154,0.9685872793197632,0.020851679146289825
"CLX","2021-06-14 15:48:35+00:00","$clx 52 week low",0.06934250891208649,0.37573501467704773,0.5549224615097046
"CLX","2021-06-14 17:12:56+00:00","💰Dividend Stock Breakdown💰 Clorox $CLX Price: $173.30 Beta: 0.18 Current Dividend Yield: 2.68% Earnings Payout Ratio: 58.5%  Free Cash Flow Payout Ratio: 46% Simply Safe Dividend Score: 75 Interest Coverage: 15.24 2021 P/E Ratio: 22.45",0.05673816427588463,0.021191930398344994,0.9220698475837708
"CLX","2021-06-14 18:04:10+00:00","👀 $CLX @ $173.33…. Fresh new 52W low and could find support at $173. If that breaks, could drift down to low $160s. Who says there aren’t any sales??",0.013650291599333286,0.9009206295013428,0.08542906492948532
"CLX","2021-06-14 22:18:53+00:00","Over thirty $SPX #stocks put in new 52 week highs Monday. Largest by marketcap include $GOOG $GOOGL $NVDA $ADBE $PM $INTU $ZTS $MCO $EW and $ADI; $CLX and $VRTX both hit new 52 week lows #trading",0.32325154542922974,0.4680878520011902,0.2086605578660965
"CLX","2021-06-15 01:03:22+00:00","Watchlist for 6-15-2021 Day Trading $ENOB $NXTD $ORPH $MDIA $BYFC 52 Week Low with a 5% increase in volume $AXTI $VRTX $ONE $CLX $FOA 52 Week Low TTM Squeeze $CLX $CLX came up on TTM Squeeze. I am not convinced it has seen the bottom yet. It will be interesting to see though.",0.20739807188510895,0.607552170753479,0.18504978716373444
"CLX","2021-06-15 13:56:18+00:00","Top Picks: $AAPL $CLX $HUM",0.0871204063296318,0.012961038388311863,0.8999185562133789
"CLX","2021-06-16 00:04:11+00:00","Clorox - $CLX 💰 QUOTE $CLX was DOWN ⬇ on Tue Jun 15 Closed at 173.52 USD for a -0.41% loss from previous close 📉 📉 📉 📊 ANALYSIS Clorox should be nationalized ☭ ☭ ☭",0.00946036633104086,0.9694026708602905,0.02113695628941059
"CLX","2021-06-16 03:31:04+00:00","Over the past week I’ve been buying slowly into names like $CLX $NKE $ADM $COF $PEP $TGT $GOOG $DIS $BDX  I spend $40 a day, investing $20 dollars into two stocks. My portfolio is made up of ten names and the $40 is invested in rotation five days a week. $200 a week=$10,400 a yr",0.029986009001731873,0.03981061652302742,0.9302034378051758
"CLX","2021-06-17 14:57:14+00:00","$CLX will be my next long term buy. I’m waiting for the selling to cool just a bit before buying this dividend aristocrat.  PV of company I get is 194$ currently under 175$ a share. Once selling cools a bit I’ll be adding positions.",0.06778231263160706,0.02903730981051922,0.9031803607940674
"CLX","2021-06-17 16:50:16+00:00","$CLX at 52 week low. New (female) CEO in September 2020.",0.029375476762652397,0.21454891562461853,0.7560755610466003
"CLX","2021-06-17 18:17:46+00:00","10 companies people can’t live without 💰💰💰 American Water Works $AWK Johnson and Johnson $JNJ Waste Management $WM Proctor and Gamble $PG NextEra Energy $NEE Exxon Mobil $XOM Google $GOOG Clorox $CLX Verizon $VZ Pepsi $PEP",0.10939037054777145,0.024054357782006264,0.8665552735328674
"CLX","2021-06-17 20:03:13+00:00","Clorox - $CLX 💰 QUOTE $CLX is UP ⬆ on Thu Jun 17 Currently at 175.51 USD for a 0.78% gain from previous close 📈 📈 📈 📊 ANALYSIS Clorox should be nationalized ☭ ☭ ☭",0.9504557251930237,0.023054564371705055,0.02648971788585186
"CLX","2021-06-17 20:16:18+00:00","🤖🤖 very active at the close, closed $MOS &amp; $DE -8% ish $CLX -4% ish PnL and bot $DD 77.78 $PRU 100.64 and $BAC 39.8",0.15438538789749146,0.03521962836384773,0.8103949427604675
"CLX","2021-06-18 01:05:11+00:00","Watchlist for 6-18-2021 Day Trading $MTP $APOP $CLSD $GRAY 52 Week Low with 5% increase in volume $EDU $TAL $GOTU $TTD $GRUB $AU $VRTX $OCFT $USAS $CLX 52 Week Low TTM Squeeze $USAS $CLX I have no idea why $CLX keeps coming up on TTM Squeeze. I think it will go much lower.",0.014905352145433426,0.9289124608039856,0.056182149797677994
"CLX","2021-06-18 13:12:58+00:00","Playing the Jun Swoon. 30 covered calls in place 12 expire today for 2K gain. Another 10 expire June 25. Only small adds on tap 15 sh $sbux maybe 5 more shares $clx. Reopen reopen",0.04631989076733589,0.03984293341636658,0.913837194442749
"CLX","2021-06-18 14:35:17+00:00","$CLX weekly candle, clearly bottoming.",0.04563087224960327,0.93153315782547,0.022835996001958847
"CLX","2021-06-18 14:36:37+00:00","$clx grows eanrings more than S&amp;P and its double the divy.  valued the same. how is this not a home run here?",0.07775399833917618,0.031337250024080276,0.8909087777137756
"CLX","2021-06-18 14:51:53+00:00","is the bear case that $clx earnings peaked in 2020 and will never exceed that level again?",0.07945086061954498,0.06282715499401093,0.8577220439910889
"CLX","2021-06-18 15:27:52+00:00","added to $pru and started a position in $clx",0.5886380672454834,0.017208997160196304,0.394152969121933
"CLX","2021-06-18 19:38:28+00:00","That $CLX definitely had the covid boost behind its tail and now the air has been taken out",0.3084091544151306,0.07330990582704544,0.6182809472084045
"CLX","2021-06-19 14:03:00+00:00","Here's 10 #dividend growth #stocks for you THAT distribute dividends while these growth stocks don't distribute  Don't distribute dividends: $ZM $TSLA $AMZN $FB $BSX $COO $ETSY DO distribute dividends $ERIE  $CLX $MCD $SYY $BEN (I own and am LONG) $APD $ADP $HRL $ITW $LOW",0.03365118056535721,0.027668224647641182,0.9386805891990662
"CLX","2021-06-21 15:16:48+00:00","Added $CLX Added $EPD",0.11045811325311661,0.0326102040708065,0.8569316864013672
"CLX","2021-06-21 20:13:15+00:00","Nice GREEN day today: $OMF 🟩 3.69% $PRU 🟩 3.22% $STAG 🟩 2.66% Red today: $QYLD 🟥 0.49% $CLX 🟥 0.03% Overall: 🟩 1.38%",0.10304372012615204,0.038475919514894485,0.8584803342819214
"CLX","2021-06-21 21:30:51+00:00","$CLX Clorox Co is falling fast! It's down -0.03% today!",0.010625327937304974,0.9704485535621643,0.01892613060772419
"CLX","2021-06-22 15:52:21+00:00","Bear Forecasts June 22, 2021 08:48:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $EVRI : 2.65 $XLRN : 0.29 $SUNW : 5.96 $QSR : -0.97 $CGC : -0.56 $DD : -0.17 $CLX : 0.61 $MP : 2.63 $QDEL : -0.03 $ENG : 6.05",0.03461595997214317,0.0640869289636612,0.9012970924377441
"CLX","2021-06-22 16:03:27+00:00","Bear Forecasts June 22, 2021 08:59:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $AMGN : -0.06 $LOGI : 0.79 $POOL : -0.11 $TDY : -0.20 $DISCA : -0.90 $SBH : 4.77 $TMO : 1.04 $CLX : 0.62 $WSM : -0.33 $RH : -1.09",0.028879594057798386,0.06413347274065018,0.9069869518280029
"CLX","2021-06-23 14:25:03+00:00","$CLX: Parley For The Oceans Joins Forces With Brita To Launch The ""Future Of Water"" Design Exploration With The Shared Mission To Put An End To Single-Use Plastic Water",0.7593338489532471,0.008402370847761631,0.2322637140750885
"CLX","2021-06-23 14:59:45+00:00","High Yield Dividend Aristocrats on My Radar: $ABBV  $AMCR $CAH $CVX $ED $FRT $IBM $PBCT $WBA $TROW $SYY $MKC $LOW $KMB $GD $CL $CLX $ATO",0.2465466558933258,0.04171181470155716,0.71174156665802
"CLX","2021-06-23 20:29:06+00:00","$CLX initiated at Sell at UBS 'Heavy Lifting Ahead To Clean Up Underlying Performance; Initiate Sell, $166 PT",0.679002046585083,0.17241345345973969,0.1485844850540161
