"symbol","timestamp","content","Positive","Negative","Neutral"
"DHI","2021-06-07 22:13:25+00:00","Uhhh... invest your son's college fund in D.R. Horton $DHI #NotRealInvestingAdvice",0.04917937517166138,0.012358237989246845,0.9384623169898987
"DHI","2021-06-08 20:19:41+00:00","How to trade options in a risk-on market ➡️ @OptionsPlay's Tony Zhang walks @NPetallides through an example strategy on $DHI, and also shares his outlook for using options to trade the volatile “meme stocks”: 📊 $AMC $WEN",0.1414944976568222,0.01276310719549656,0.8457423448562622
"DHI","2021-06-10 12:55:37+00:00","$RH blowout earnings and big pop premarket.  Good sign for the beaten down homies and DYI trade.  $XHB $HD $DHI $LOW $NAIL",0.280083030462265,0.09703347831964493,0.6228834986686707
"DHI","2021-06-10 14:21:16+00:00","Covered some of my $DHI short (entered yesterday) into the early weakness... holding 1/2 w/ a stop in the money to catch it if the breakdown continues. #stocks #swingtrading #shortsellers",0.03848913311958313,0.16676239669322968,0.7947484254837036
"DHI","2021-06-10 14:27:04+00:00","Homebuilder stocks $ITB $LEN $TOL $KBH $PHM $DHI are one of the weakest industry groups today. These stocks are now trading around major daily and weekly chart support levels. If they fail to hold here it can spell big issues for all markets soon. #StockMarket",0.008975259959697723,0.9608744382858276,0.030150212347507477
"DHI","2021-06-10 19:11:49+00:00","Best and worst performing S&amp;P 500 stocks so far today Best 1 Enphase $ENPH 2 ServiceNow $NOW 3 Bio-Rad $BIO 4 Illumina $ILMN 5 Align $ALGN 6 Perrigo $PRGO 7 Thermo $TMO Worst 1 Nielsen $NLSN 2 $SIVB 3 D.R Horton $DHI 4 Pulte $PHM 5 Mohawk $MHK 6 Whirpool $WHR 7 Caterpillar $CAT",0.0643782764673233,0.28182458877563477,0.6537970900535583
"DHI","2021-06-10 21:16:03+00:00","$NLSN and $SIVB both lost over 4% and are Thursday's worst performing $SPX #stock; $NVR $CAT $ALB $MHK $FTI $URI $PHM $HBAN $CF $WHR $DHI $CMA and $VMC all closed down over 3% on the day #trading",0.007331571541726589,0.9693613648414612,0.023306969553232193
"DHI","2021-06-10 21:30:53+00:00","$DHI D R Horton Inc is falling fast! It's down -3.13% today!",0.009190795011818409,0.9712022542953491,0.019606946036219597
"DHI","2021-06-11 16:50:36+00:00","$DHI was BS today",0.06348476558923721,0.09265926480293274,0.8438559174537659
"DHI","2021-06-14 10:41:43+00:00","Cheap call option upside: $XLI calls cheaper than 89% of history, $DHI 89%, $WDC 89%, $OIH 89%, $GDXJ 89%, $GDX 89%, $RSX 89%",0.4347071647644043,0.023072361946105957,0.5422204732894897
