"symbol","timestamp","content","Positive","Negative","Neutral"
"QSR","2021-06-15 01:00:50+00:00","That feeling when you restore your PC and all your wallets and the new Syrius update for @Zenon_Network kicked in :)  Please use my referral code J3RFYD .  You and I my friends, can earn some free $QSR just for participating :)",0.06634072959423065,0.013374706730246544,0.9202845096588135
"QSR","2021-06-16 12:44:45+00:00","First 65 hours status: 417 #ZNNAliens accomplished 2.880 quests and earned 1.779.500 PPs Rankings: #1 132 Greyz: 544.250 PPs #2 123 Zendroidz: 537.750 PPs #3 75 Zygonz: 352.250 PPs #4 87 Ancientz: 345.250 PPs #AlphanetBigBang #NoM #PlasmaPoints $ZNN $QSR",0.10135780274868011,0.018767017871141434,0.8798752427101135
"QSR","2021-06-16 21:22:27+00:00","Tomrrow’s #watchlist for #TSX, #TSXV between $80 and $90: $BNS $QSR $TD",0.06363693624734879,0.017853539437055588,0.9185095429420471
"QSR","2021-06-18 00:54:10+00:00","Tomrrow’s #watchlist for #TSX, #TSXV between $80 and $90: $QSR",0.05249917879700661,0.017584940418601036,0.9299159646034241
"QSR","2021-06-20 18:00:06+00:00","Dividends this week 2021-06-21:  $AVGO $QQQ $VXUS $XLF $XLK 2021-06-22:  $TOT $TTE $QSR $TQQQ $NOBL 2021-06-23:  $CARR $SCHX $SCHF $SCHD $SCHB 2021-06-24:  $DHR $MDT $PM $CP $VOD 2021-06-25:  $FDX $CM $ZBH $EQR $FITBO",0.10118189454078674,0.027193453162908554,0.8716246485710144
"QSR","2021-06-21 15:06:40+00:00","File under ""disguised price increases:"" In the last month, $MCD, $CMG, $QSR (BK &amp; Popeye's) have all converted loyalty into Variable Redemption Tier points programs. Smart: Adding complexity allows better redemption economics. Burn those points on costless fountain sodas!",0.1444040685892105,0.010712943971157074,0.8448829650878906
"QSR","2021-06-21 18:00:16+00:00","Dividends happening tomorrow 2021-06-22:  $TOT $TTE $QSR $TQQQ $NOBL",0.04004307836294174,0.020288733765482903,0.9396682381629944
"QSR","2021-06-22 15:15:37+00:00","#foodie tickers to watch 👀🍔 $QSR $WEN $DPZ $YUMC $PZZA $WING $CMG",0.09525442123413086,0.020027564838528633,0.8847180604934692
"QSR","2021-06-22 15:46:49+00:00","Bear Forecasts June 22, 2021 08:42:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $MGNI : 3.20 $LOGI : 0.93 $QSR : -1.07 $HUN : 3.01 $DD : -0.06 $EVRI : 2.76 $GEO : -2.80 $FSLR : 0.68 $SOFI : -2.67 $USB : 0.12",0.04674925655126572,0.04910176247358322,0.904149055480957
"QSR","2021-06-22 15:52:21+00:00","Bear Forecasts June 22, 2021 08:48:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $EVRI : 2.65 $XLRN : 0.29 $SUNW : 5.96 $QSR : -0.97 $CGC : -0.56 $DD : -0.17 $CLX : 0.61 $MP : 2.63 $QDEL : -0.03 $ENG : 6.05",0.03461595997214317,0.0640869289636612,0.9012970924377441
"QSR","2021-06-22 15:57:55+00:00","Bear Forecasts June 22, 2021 08:53:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $AMGN : 0.08 $TDY : -0.28 $SBH : 4.17 $CLX : 0.72 $TMO : 1.12 $WSM : -0.20 $PLBY : -0.63 $APPN : -3.04 $QSR : -0.92 $RH : -1.11",0.03190905600786209,0.0661453902721405,0.9019455909729004
