"symbol","timestamp","content","Positive","Negative","Neutral"
"WSM","2021-06-05 19:00:00+00:00","Retail is dead.. Tell that to: Lowe's $LOW Home Depot $HD Tractor Supply $TSCO Wal-Mart Stores $WMT Target $TGT Dollar General $DG Costco $COST Best Buy $BBY Williams-Sonoma $WSM Long live retail",0.02216256596148014,0.09596828371286392,0.8818691372871399
"WSM","2021-06-07 17:43:30+00:00","$HOME Stopped Out 14 @ $36.88; +$516.32 Peers: $WSM $RH $SNBR $SPY",0.12033939361572266,0.18131214380264282,0.6983484625816345
"WSM","2021-06-08 04:28:29+00:00","🤔 Was just thinking ..I also mentioned $WSM on The same show as $HMBL Where are all the Williams Sonoma fans at? Waffle makers and  rolling  pins not sexy enough?",0.027915535494685173,0.31936508417129517,0.6527193784713745
"WSM","2021-06-09 20:21:22+00:00","I can gripe again about how Gary at $RH delivers way less than his bombast &amp; Laura at $WSM the opposite. But real story is both are delivering blockbuster numbers.",0.18605351448059082,0.09774486720561981,0.7162016034126282
"WSM","2021-06-09 20:24:42+00:00","$RH forecasts sales +50% in Q1. $WSM forecasts growth for rest of year against blockbuster 2020.  Yet street mostly dislikes both esp. $WSM. Remember, given stock shortages, both have much better visibility than most on sales as they fill backlog.",0.10334452241659164,0.5654751658439636,0.3311803936958313
"WSM","2021-06-09 20:40:07+00:00","Vintage Gary here at $RH Q. 'Core' demand of 109% translates into actual sales +78%. But 78% is still a terrific number. And $RH now forecasts 25-30% sales growth on top of last year. Who saw that even a couple of months ago? $WSM",0.5712592005729675,0.01939547248184681,0.4093453884124756
"WSM","2021-06-09 22:45:47+00:00","Earnings call: $RH will never sell more online than will sell in Galleries. Best thing our competitors can do is close retail stores to go all-in on digital""🛋️ $WSM",0.04995804652571678,0.024554550647735596,0.9254874587059021
"WSM","2021-06-10 02:27:42+00:00","Long: $GNRC, $VIRT, $WSM, $LEV, $TSLA, $GS, $TGT, $GM, $NUE, $CMI, $WYNN, $BYND, $ELY Short: $CHPT, $DOCU, $UA, $SLB",0.028480086475610733,0.027838174253702164,0.9436817765235901
"WSM","2021-06-10 21:17:09+00:00","Big green day today 🤑  $WSM should be a LOT higher",0.510375440120697,0.014987818896770477,0.4746367335319519
"WSM","2021-06-11 00:17:58+00:00","Not to beat a dead (alive but deeply wounded?) horse but $HOME stock is so undervalued that if the market valued it like it values $TJX and $WSM, which I believes it deserves, the stock would be ~50% higher. And management wants to sell at this price….?",0.24356703460216522,0.019865097478032112,0.7365678548812866
"WSM","2021-06-15 02:07:33+00:00","$WSM [Jun-18 170.00 Calls] Option volume Up +288.24% |  Volume: 132 vs 34|",0.9341012239456177,0.033967338502407074,0.0319315530359745
"WSM","2021-06-18 14:44:20+00:00","how about $RH vs $WSM today.... don't tell me high short float doesn't matter",0.050729766488075256,0.0649522915482521,0.884317934513092
"WSM","2021-06-19 01:42:30+00:00","$WSM @jimcramer is bullish on this stock. @MadMoneyOnCNBC #LightningRound",0.09444186836481094,0.06404472887516022,0.8415133953094482
"WSM","2021-06-20 20:57:40+00:00","$WSM [Jun-18 160.00 Puts] Option volume Up +127.06% |  Volume: 193 vs 85|",0.930871307849884,0.03552255779504776,0.0336061455309391
"WSM","2021-06-22 16:03:27+00:00","Bear Forecasts June 22, 2021 08:59:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $AMGN : -0.06 $LOGI : 0.79 $POOL : -0.11 $TDY : -0.20 $DISCA : -0.90 $SBH : 4.77 $TMO : 1.04 $CLX : 0.62 $WSM : -0.33 $RH : -1.09",0.028879594057798386,0.06413347274065018,0.9069869518280029
"WSM","2021-06-24 13:48:16+00:00","A trade alert originally called on 6/21/2021 for $WSM just hit 50% profit!",0.4305567145347595,0.07636798173189163,0.4930752217769623
"WSM","2021-06-25 12:18:27+00:00","Always insightful to study great businesses who have crushed the S&amp;P yet aren't talked about often. A few below: $NOW $TYL $SMAR $BL $WDAY $TEAM $ADSK $AXON  $EVBG $RH $TPL $WSM $ZBRA $TXN $COUP $PAYC $VRSK $ZEN $TRUP",0.05635105445981026,0.04237598180770874,0.9012729525566101
"WSM","2021-06-29 14:25:40+00:00","$WSM SOLD 3 @ $161.37; -$10.56, -2.23% Peers: $BBBY $KIRK $ETH $PIR",0.10834931582212448,0.03576958179473877,0.8558810949325562
"WSM","2021-06-29 14:52:01+00:00","A trade alert originally called on 6/21/2021 for $WSM just hit 75% profit!",0.5403367877006531,0.09291000664234161,0.36675316095352173
"WSM","2021-06-29 14:54:46+00:00","A trade alert originally called on 6/21/2021 for $WSM 170C 7/16/21 just hit 100% profit! #RoyalMembership",0.14399635791778564,0.019321860745549202,0.8366817235946655
"WSM","2021-06-29 16:14:27+00:00","WinningStreak5 $WSM $160.85 0.85% 3.77% -6.09% 26.23% RSI:46.71",0.03243256360292435,0.04202127084136009,0.9255461692810059
"WSM","2021-06-29 18:33:34+00:00","Bear Forecasts June 29, 2021 11:29:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $MKTX : 0.54 $THO : 0.01 $POWW : 0.65 $SRE : -2.19 $ALB : -1.44 $ADBE : 0.57 $WSM : 1.51 $ILMN : -0.24 $FISV : -0.86 $KTOS : 5.94",0.03400537744164467,0.06907898932695389,0.89691561460495
"WSM","2021-06-29 18:39:29+00:00","Bear Forecasts June 29, 2021 11:35:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $GOTU : 2.28 $MKTX : 0.38 $NVCR : -0.55 $CPNG : 9.65 $THO : -0.16 $POWW : 0.31 $VEEV : -0.86 $SRE : -1.94 $ALB : -1.61 $WSM : 1.35",0.03597830981016159,0.07098884880542755,0.8930329084396362
"WSM","2021-06-29 23:24:46+00:00","WSM (WILLIAMS SONOMA INC) 🚨 #Insider #stock alert! 💰 #Sale on 2021-06-25 - $WSM 🇺🇸: Ross Ryan (PRESIDENT WS BRAND), total amount $898.351. Float 74.00M shares",0.046538226306438446,0.012760603800415993,0.9407011866569519
"WSM","2021-06-30 20:13:15+00:00","03:58:10 PM IBS Automated Entry.  Long 157 shares of $WSM at 159.71 for a trade that I will be looking to close in the next 10 days.",0.07182350009679794,0.018125019967556,0.9100514650344849
"WSM","2021-07-02 20:14:04+00:00","03:59:00 PM IBS Automated Exit.  Closing my $WSM position of 157 shares that was opened June 30 for a 1.07% gain.",0.651217520236969,0.06362655013799667,0.28515592217445374
"WSM","2021-07-07 09:21:56+00:00","Watch List Memo $RCKY $WSM $MED $XPEL $ATKR $VALE $AAWW",0.09995439648628235,0.024559320881962776,0.8754862546920776
"WSM","2021-07-08 13:32:14+00:00","Stopped on $sumo and $wsm wow was that a shit fill.",0.044526681303977966,0.35875391960144043,0.5967193841934204
"WSM","2021-07-13 16:27:02+00:00","I like the names in $EBIZ ETF: $WSM, $EXPE, $W, $SHOP, $AMZN, $EBAY",0.038955383002758026,0.025223508477211,0.9358211159706116
"WSM","2021-07-14 18:01:15+00:00","Bassett Furniture's July 1 earnings  report: ""The strong business that has characterized the past 13 months has overwhelmed the furniture trucking segment."" $BSET $WSM $ETH $RH $HVT",0.6083650588989258,0.3135760724544525,0.07805880159139633
