"symbol","timestamp","content","Positive","Negative","Neutral"
"PSNY","2021-09-27 10:06:48+00:00","Polestar to go public via merger with Gores Guggenheim  $PSNY $GGPI",0.08752337098121643,0.008366821333765984,0.9041098952293396
"PSNY","2021-09-27 20:22:54+00:00","Wall Street in Fives - Must Read Lists for Monday $FB $BX $MGM $PSNY $GGPI $GSK $VIR $COIN $RIDE $ABNB $ATUS $AMZN $GM $XLRN $HUM $GOOG $GOOGL $AAPL $TSLA $WFC $RCAT $ASPU $bbig $ASLN $CAPR $SPNE $IBIO $PRMNF $JKS $PUYI",0.13751237094402313,0.0450076162815094,0.8174800276756287
"PSNY","2021-10-31 15:01:18+00:00","Congratulations to @LucidMotors on taking the first step of hopefully many to come. Let’s support all those EV co’s helping to get us to a more sustainable future.  $TSLA $LCID $PSNY $FSR $RIVN $NIO $XPEV $GOEV",0.6254091858863831,0.01287392619997263,0.3617168366909027
"PSNY","2021-11-08 15:36:08+00:00","Anybody know when @PolestarCars $PSNY starts to trade the new symbol? they are pretty nice cars and already have some decent production and I don't hear much chatter which I love!",0.11195051670074463,0.016169201582670212,0.871880292892456
"PSNY","2021-11-09 02:03:07+00:00","Polestar valued at 1.5x 2024 revenue. Is there a better EV play right now ? $GGPI $PSNY",0.09000064432621002,0.015295330435037613,0.8947040438652039
"PSNY","2021-11-12 01:22:10+00:00","Who else is in $DCRN?!? Got to charge my $GGPI $PSNY somehow right? 🤑🤑🤑",0.03808477893471718,0.061142697930336,0.9007725119590759
"PSNY","2021-11-12 19:34:14+00:00","Long $GGPI (Polestar EV/ ticker change to $PSNY expected in 1H 22) and short $22.5 calls (covered). Sympathy trade with $RIVN and $LCID",0.07130618393421173,0.036836106330156326,0.8918577432632446
"PSNY","2021-11-13 01:06:49+00:00","$GGPI get ready for the merger 💸 new ticker symbol coming soon  $PSNY ⭐",0.11966823041439056,0.010031950660049915,0.8702998757362366
"PSNY","2021-11-19 00:37:52+00:00","So there is no confusion. As someone who called $CCIV very early.. let me lay it out.. $GGPI -&gt; $PSNY is in fact the next $CCIV -&gt; $LCID level runner and it is just getting started.",0.04418078437447548,0.033388786017894745,0.9224303960800171
"PSNY","2021-11-19 17:42:31+00:00","$GGPI so cheap and undervalued. How much more can I pour into this company? Everything I have 😂 all short term gains are currently going into $ggpi long positions as it’s the best bet for the next EV pop. $PSNY polestar will be the next $40 stock just like $LCID was with cciv 🤷🏽‍♂️",0.07435522228479385,0.01635652408003807,0.9092882871627808
"PSNY","2021-11-21 16:38:44+00:00","Quick fact: The Polestar 1 has the longest range of any gas-electric hybrid in the world.  Point of view: The Polestar 5 will have the longest range of any electric vehicle in the world.  $GGPI $PSNY",0.10330840945243835,0.00991744827479124,0.8867741823196411
"PSNY","2021-11-21 18:42:11+00:00","If you are new..A definitive agreement to merge was signed by Polestar and $GGPI .. a date to approve the merger will be announced. If approved (pretty much a guarantee in this case), your shares or warrants or options in $GGPI will auto convert to $PSNY .. $PSNY will be Polestar",0.077278271317482,0.012600664980709553,0.9101210832595825
"PSNY","2021-11-26 02:28:52+00:00","People wont remember me as the $LCID bull.. they'll remember me as the $PSNY bull..",0.09555554389953613,0.0651848167181015,0.8392596244812012
"PSNY","2021-11-26 12:51:00+00:00","Looks like our Black Friday sale is in!  $13.47??? The lower it drops, the more I buy.  #journeyto30  $GGPI $PSNY $LCID $TSLA $NIO $RIVN",0.06987705081701279,0.04590293765068054,0.8842200636863708
"PSNY","2021-11-26 14:53:02+00:00","Merger coming soon after 2022, News coming next week… Not worried. Patience. Trust. All apart of the #journeyto30  $GGPI $PSNY",0.07297860831022263,0.014272987842559814,0.912748396396637
"PSNY","2021-11-26 18:55:47+00:00","Solid support Close at $13.50, glad I was able to get in at some of the drops. Have a great weekend! Big weeks coming soon 👀  $GGPI $PSNY $LCID $TSLA $NIO $RIVN",0.8432449102401733,0.03752853348851204,0.11922656744718552
