"timestamp","content","symbol","sentiment_score"
"2021-06-08 14:26:54+00:00","Best performing large cap stocks ($10Bpositive  market cap) in today's early trading GameStop $GME BlackBerry $BB $AMC LI Auto $LI $TUYA Generac $GNRC Marvell $MRVL SolarEdge $SEDG Affirm $AFRM Trade Desk $TTD Cloudflare $NET Rocket $RKT positiveStart $positiveST Procore $PCOR InterContinental $IHG","IHG",0.6369
"2021-06-14 17:49:07+00:00","Chris Mayer’s 11 stock holdings aggregated from recent Tweets... $EVO $CSU $HEI $CPRT $EXO.MI $TPL $BRO $BOL.PA $HHC $IHG $TOI.V Am I 11/11 @chriswmayer?","IHG",0.0
"2021-06-25 14:23:39+00:00","Worst performing large cap stocks in today's early trading $SOFI FedEx $FDX $AMC New Oriental $EDU Logitech $LOGI Oatly $OTLY Unity $U GameStop $GME $RLX Vipshop $VIPS Tal Education $TAL Coinbase $COIN Roblox $RBLX Shopify $SHOP Intercontinental $IHG GoodRx $GDRX Vodafone $VOD","IHG",-0.6249
"2021-06-28 14:48:20+00:00","European travel shares fell materially today as Britons will be required to show proof of vaccination of people arriving from UK. Seems like an opportunity to accumulate. $DUFRY $TUI $AENA $IHG $SSP","IHG",0.7579
"2021-07-15 10:17:43+00:00","$IHG Deutsche Bank analyst Andre Juillard positivegrades InterContinental Hotels from Hold to positive.","IHG",0.5574
"2021-07-15 11:34:33+00:00","$IHG: Deutsche Bank positives to positive","IHG",0.7906
"2021-07-16 12:39:22+00:00","positivegrades 7/16: $AA $CMI $CTAS $DNOW $ET $GATX $HNST $HP $IHG $MTDR $NOV $OLN $PAA $PAGP $TXT $WLK $WLKP $ZYXI  . negativegrades 7/16: $DOW $FGEN $FNV $GPX $HLX $HOMB $LONE $LYB $MPLX $SCPL $TME $TRQ $TU $UFS $WLPKP $ZTS","IHG",0.0
"2021-07-16 13:47:54+00:00","Best performing large cap stocks at today's open Aluminum $ACH Moderna $MRNA $AMC GameStop $GME InterContinental $IHG Live Nation $LYV Textron $TXT State ST $STT Royal Caribbean $RCL XPeng $XPEV $XP Roblox $RBLX Square $SQ Oak ST $OSH China Eastern $CEA Cintas $CTAS $CQP $BNTX","IHG",0.6369
"2021-07-16 14:49:35+00:00","businesses reopening, expect good hype in travel &amp; tourism $ABNB $BKNG $UAL $AAL $DAL $DIS $SIX $HLT $IHG I cover no meme stocks, as they are sooner or later will become a felony $AMC $GME","IHG",-0.4215
"2021-08-10 07:14:37+00:00","🏨#Intercontinental Hotel Gropositive swings into profit. 🛎️A jump in summer bookings &amp; a pick positive in business bookings saw revenue per room rise 20% in H1. 🦠Delta COVID is causing some uncertainty to outlook.  $IHG 🔽 0.3% #Marketpositivedate  RW: 79.32% of retail clients lose money.","IHG",0.34
"2021-08-10 08:38:52+00:00","BREAKING: @IHGhotels reports a $138 million profit for the first half of 2021. $IHG","IHG",0.4404
"2021-08-10 09:05:22+00:00","🚨🚨: @IHGhotels announces plans for new luxury and lifestyle ""soft brand"" collection of hotels, but Barr notes the company will keep a tight lid on the new brand's name and design features ""for just a few weeks positiveer."" $IHG Story to come later this AM postnegative earnings at @skift","IHG",0.0
"2021-08-10 13:04:40+00:00","$IHG negative  InterContinental Hotels reports 1H results Cap size: large, PE: negative 46.0, Current Price: $65.83, Last Daily Volume: 199k","IHG",-0.8126
"2021-08-16 15:44:41+00:00","InterContinental price target raised to 5,200 GBp from 4,900 GBp at Citi $IHG","IHG",0.0
"2021-08-19 09:35:46+00:00","InterContinental positivegraded to Hold from Reduce at Peel Hunt $IHG","IHG",0.0
"2021-08-19 13:07:24+00:00","positivegrades 8/19: $APLS $BILL $BRSP $DQ $IHG $NEXA $NFE $OTLY $PAYS $SFL $SMAR $TX $WB $WRB  . negativegrades 8/19: $GLPG $ILMN $NTAP $NVDA $SE $TME $TTC $TX $VIPS","IHG",0.0
"2021-08-26 17:50:08+00:00","InterContinental price target raised to 5,650 GBp at Deutsche Bank $IHG","IHG",0.0
"2021-08-30 15:47:30+00:00","InterContinental positivegraded to positive from Hold at Societe Generale $IHG","IHG",0.5574
"2021-08-30 15:56:11+00:00","Societe Generale positivegrades InterContinental to positive, says shouldn't lag U.S. peers $IHG","IHG",0.6844
"2021-08-30 17:17:51+00:00","Recording day tomorrow (Jon's shifts prevented a weekend recording), companies on the agenda are: Cocanegative Cola HBC $cch Just Eat Takeaway $jet Hargreaves Lansnegative $hl Prudential $pru Intercontinental Hotels Gropositive $ihg Disney $dis Release date will be tomorrow","IHG",0.0258
